fsq_id,latitude,longitude,category_group
675,40.734013,-73.937294,bars_&_clubs
676,40.702907,-73.852688,parks_&_outdoor
677,40.70244777648812,-73.84221196174622,parks_&_outdoor
678,40.71050768647108,-73.83545279502869,parks_&_outdoor
679,40.749576,-73.854123,parks_&_outdoor
680,40.73005,-73.885149,parks_&_outdoor
681,40.72781164387366,-73.77237796783447,parks_&_outdoor
682,40.746200298055705,-73.80810499191284,parks_&_outdoor
683,40.616756,-73.825,parks_&_outdoor
684,40.647362,-73.778163,parks_&_outdoor
685,40.585514,-73.814964,parks_&_outdoor
686,40.742452,-73.960674,parks_&_outdoor
687,40.744382,-73.95708,parks_&_outdoor
688,40.7720106250771,-73.76746416091919,parks_&_outdoor
689,40.74756583086727,-73.82040023803711,parks_&_outdoor
690,40.754373,-73.889501,parks_&_outdoor
691,40.74329031912237,-73.74152183532715,parks_&_outdoor
692,40.747244,-73.948936,parks_&_outdoor
693,40.747355,-73.956889,landmarks
694,40.752761,-73.940325,entertainment_&_leisure
695,40.569127,-73.863671,parks_&_outdoor
696,40.579681,-73.828245,parks_&_outdoor
697,40.796529,-73.82462,parks_&_outdoor
698,40.737242,-73.747369,parks_&_outdoor
699,40.775432,-73.775542,parks_&_outdoor
700,40.743322,-73.960046,parks_&_outdoor
701,40.751065,-73.827755,parks_&_outdoor
702,40.748693,-73.838195,landmarks
703,40.558405,-73.92126,parks_&_outdoor
704,40.595642,-73.744595,landmarks
705,40.790878,-73.851256,parks_&_outdoor
706,40.709655,-73.918256,parks_&_outdoor
707,40.76768386871002,-73.92234027385712,parks_&_outdoor
708,40.573771,-73.846771,parks_&_outdoor
709,40.784038,-73.916783,parks_&_outdoor
710,40.787521,-73.837016,entertainment_&_leisure
711,40.761293,-73.758453,parks_&_outdoor
712,40.747506,-73.910601,parks_&_outdoor
713,40.757801,-73.945585,parks_&_outdoor
714,40.710982,-73.910931,parks_&_outdoor
715,40.776299,-73.927765,parks_&_outdoor
716,40.773544,-73.923772,parks_&_outdoor
717,40.745956,-73.90801,parks_&_outdoor
718,40.743141,-73.94297,parks_&_outdoor
719,40.749321,-73.714901,parks_&_outdoor
720,40.744642,-73.88617,parks_&_outdoor
721,40.779618,-73.922691,parks_&_outdoor
722,40.74710252823471,-73.94834160804749,parks_&_outdoor
723,40.772569,-73.897299,parks_&_outdoor
724,40.754291,-73.933526,parks_&_outdoor
725,40.771391,-73.917442,parks_&_outdoor
726,40.691844,-73.853114,parks_&_outdoor
727,40.782285,-73.799027,parks_&_outdoor
728,40.707416,-73.851412,parks_&_outdoor
729,40.713786,-73.828122,landmarks
730,40.714749,-73.851416,parks_&_outdoor
731,40.717991,-73.842806,parks_&_outdoor
732,40.739622,-73.902707,parks_&_outdoor
733,40.685033,-73.782307,parks_&_outdoor
734,40.722926,-73.827097,parks_&_outdoor
735,40.736719,-73.838112,parks_&_outdoor
736,40.686299,-73.755619,parks_&_outdoor
737,40.751537,-73.84297,parks_&_outdoor
738,40.737914,-73.902032,parks_&_outdoor
739,40.757637,-73.826025,parks_&_outdoor
740,40.670511,-73.736072,parks_&_outdoor
741,40.684129,-73.728117,parks_&_outdoor
742,40.754373,-73.889501,parks_&_outdoor
743,40.738577,-73.756538,parks_&_outdoor
744,40.590651,-73.80988,landmarks
745,40.738519,-73.743745,parks_&_outdoor
746,40.72605,-73.729006,parks_&_outdoor
747,40.747756,-73.925634,landmarks
748,40.590868,-73.786604,landmarks
749,40.738937,-73.942809,landmarks
750,40.757994,-73.754453,parks_&_outdoor
751,40.760793,-73.918265,parks_&_outdoor
752,40.745763,-73.941761,parks_&_outdoor
753,40.732857,-73.717668,parks_&_outdoor
754,40.748037,-73.955605,parks_&_outdoor
755,40.742006,-73.961181,parks_&_outdoor
756,40.770196,-73.927927,parks_&_outdoor
757,40.746271,-73.958343,parks_&_outdoor
758,40.747222,-73.955792,parks_&_outdoor
759,40.763196,-73.945617,landmarks
760,40.741246,-73.703324,parks_&_outdoor
761,40.77194,-73.935421,parks_&_outdoor
762,40.565213,-73.87336,landmarks
763,40.801792,-73.82988,landmarks
764,40.801955,-73.793862,landmarks
765,40.55679,-73.929376,parks_&_outdoor
766,40.711248,-73.8583,retail_&_shopping
767,40.710199,-73.858451,retail_&_shopping
768,40.711723,-73.857895,Other
769,40.708673,-73.869434,retail_&_shopping
770,40.733159,-73.86313,retail_&_shopping
771,40.672881,-73.770505,retail_&_shopping
772,40.772129,-73.826937,retail_&_shopping
773,40.707279,-73.854592,retail_&_shopping
774,40.780122,-73.777889,retail_&_shopping
775,40.766188,-73.920347,retail_&_shopping
776,40.762929,-73.809004,retail_&_shopping
777,40.768536,-73.834454,retail_&_shopping
778,40.731284,-73.887465,retail_&_shopping
779,40.759093,-73.832367,retail_&_shopping
780,40.679456,-73.755515,retail_&_shopping
781,40.780533,-73.776549,retail_&_shopping
782,40.749092,-73.938307,retail_&_shopping
783,40.783677,-73.833251,retail_&_shopping
784,40.745016,-73.904787,retail_&_shopping
785,40.778925,-73.901906,retail_&_shopping
786,40.712961,-73.901317,retail_&_shopping
787,40.733359,-73.863748,retail_&_shopping
788,40.743789,-73.955048,restaurants
789,40.767532,-73.938836,retail_&_shopping
790,40.783472,-73.830752,Other
791,40.73404,-73.870759,retail_&_shopping
792,40.752038,-73.916755,retail_&_shopping
793,40.735338,-73.874736,retail_&_shopping
794,40.711594,-73.891753,retail_&_shopping
795,40.751825,-73.914607,retail_&_shopping
796,40.770165,-73.904593,retail_&_shopping
797,40.747411,-73.942653,retail_&_shopping
798,40.73985,-73.785094,retail_&_shopping
799,40.745587,-73.956428,retail_&_shopping
800,40.765541,-73.930503,retail_&_shopping
801,40.737287,-73.777798,retail_&_shopping
802,40.590274,-73.799334,retail_&_shopping
803,40.711314,-73.854957,retail_&_shopping
804,40.586812,-73.812616,retail_&_shopping
805,40.714699,-73.832475,retail_&_shopping
806,40.78313,-73.835635,retail_&_shopping
807,40.561389,-73.912281,retail_&_shopping
808,40.743255,-73.958871,retail_&_shopping
809,40.70768,-73.915476,retail_&_shopping
810,40.675978,-73.826682,retail_&_shopping
811,40.735335,-73.875,retail_&_shopping
812,40.677712,-73.779828,retail_&_shopping
813,40.759714,-73.769755,retail_&_shopping
814,40.761375,-73.916627,retail_&_shopping
815,40.762661,-73.925151,retail_&_shopping
816,40.581932,-73.834897,retail_&_shopping
817,40.771208,-73.916211,retail_&_shopping
818,40.783838,-73.8333,retail_&_shopping
819,40.767008,-73.843486,retail_&_shopping
820,40.776116,-73.910191,retail_&_shopping
821,40.703079,-73.799818,retail_&_shopping
822,40.745493,-73.9559,retail_&_shopping
823,40.720891,-73.847449,retail_&_shopping
824,40.721538,-73.843283,retail_&_shopping
825,40.76126,-73.93117,retail_&_shopping
826,40.72935,-73.743782,retail_&_shopping
827,40.766635,-73.919753,retail_&_shopping
828,40.752656,-73.835106,retail_&_shopping
829,40.743239,-73.923061,retail_&_shopping
830,40.744803,-73.918972,retail_&_shopping
831,40.752751,-73.914249,retail_&_shopping
832,40.586691,-73.813134,retail_&_shopping
833,40.74731,-73.94444,retail_&_shopping
834,40.748354,-73.755957,retail_&_shopping
835,40.702407,-73.904849,Other
836,40.703652,-73.76869,retail_&_shopping
837,40.764784,-73.930561,retail_&_shopping
838,40.752414,-73.871565,retail_&_shopping
839,40.75973,-73.830687,retail_&_shopping
840,40.749845,-73.881122,retail_&_shopping
841,40.730847,-73.742131,retail_&_shopping
842,40.760207,-73.922043,retail_&_shopping
843,40.745296,-73.904404,retail_&_shopping
844,40.773824,-73.907046,retail_&_shopping
845,40.744135,-73.923837,retail_&_shopping
846,40.760725,-73.829761,Other
847,40.760677,-73.930755,retail_&_shopping
848,40.756393,-73.930861,retail_&_shopping
849,40.771351,-73.925087,retail_&_shopping
850,40.747981,-73.945558,retail_&_shopping
851,40.771415,-73.922642,retail_&_shopping
852,40.767529,-73.938923,Other
853,40.766158,-73.919429,retail_&_shopping
854,40.763099,-73.912673,retail_&_shopping
855,40.722246,-73.921394,retail_&_shopping
856,40.638934,-73.781225,landmarks
857,40.77453,-73.871854,landmarks
858,40.750039,-73.937164,Other
859,40.724678,-73.706004,landmarks
860,40.643682607263685,-73.78125339746475,landmarks
861,40.641663,-73.79256,landmarks
862,40.719831,-73.844661,landmarks
863,40.740425,-73.790219,Other
864,40.714914,-73.775363,retail_&_shopping
865,40.709679,-73.83055,landmarks
866,40.643844,-73.782304,landmarks
867,40.752478,-73.84414,landmarks
868,40.765972,-73.724412,retail_&_shopping
869,40.726822,-73.907423,retail_&_shopping
870,40.665887,-73.735654,landmarks
871,40.770178,-73.875233,landmarks
872,40.66105,-73.82964,landmarks
873,40.664359,-73.81951,landmarks
874,40.66042855405596,-73.83027881383894,landmarks
875,40.661854,-73.824738,landmarks
876,40.673745,-73.764039,landmarks
877,40.70023,-73.807963,landmarks
878,40.702265,-73.816934,landmarks
879,40.667191,-73.794458,Other
880,40.75766,-73.778506,retail_&_shopping
881,40.700392,-73.807925,landmarks
882,40.708873,-73.819962,landmarks
883,40.705585,-73.809374,landmarks
884,40.758551,-73.830382,landmarks
885,40.763215,-73.772148,landmarks
886,40.713861,-73.831485,landmarks
887,40.659862,-73.803615,landmarks
888,40.668451,-73.751651,landmarks
889,40.745766,-73.902937,landmarks
890,40.658708,-73.840186,retail_&_shopping
891,40.721241,-73.844363,landmarks
892,40.65351,-73.792801,landmarks
893,40.646713,-73.788903,landmarks
894,40.706806,-73.895458,landmarks
895,40.643123,-73.790259,landmarks
896,40.648208,-73.783072,landmarks
897,40.730917,-73.862262,landmarks
898,40.770262,-73.869949,landmarks
899,40.704515,-73.902572,landmarks
900,40.646782,-73.779798,landmarks
901,40.64478,-73.782256,landmarks
902,40.644018,-73.782578,landmarks
903,40.64417760251725,-73.78149747848511,landmarks
904,40.643172,-73.781939,landmarks
905,40.73359,-73.869389,landmarks
906,40.64080726287063,-73.78229141235352,landmarks
907,40.645853,-73.776063,landmarks
908,40.753685,-73.84545,landmarks
909,40.775167,-73.740886,landmarks
910,40.754703,-73.845705,landmarks
911,40.756965,-73.845874,landmarks
912,40.733114,-73.763597,landmarks
913,40.746722,-73.891182,landmarks
914,40.762316,-73.83292,Other
915,40.744011,-73.912217,landmarks
916,40.743191,-73.918736,landmarks
917,40.753055,-73.906835,landmarks
918,40.77073,-73.870622,landmarks
919,40.756706,-73.913655,landmarks
920,40.773738,-73.869115,landmarks
921,40.773101,-73.874903,landmarks
922,40.584017,-73.831273,landmarks
923,40.752317,-73.928602,landmarks
924,40.744121,-73.940606,Other
925,40.750806,-73.936756,landmarks
926,40.742561,-73.948538,landmarks
927,40.750605,-73.940242,landmarks
928,40.762071,-73.924997,landmarks
929,40.74458275565034,-73.94873857498169,landmarks
930,40.748589,-73.945013,landmarks
931,40.770237,-73.918228,landmarks
932,40.742794,-73.953918,landmarks
933,40.754267,-73.942523,landmarks
934,40.64359,-73.780341,landmarks
935,40.75327,-73.710099,landmarks
936,40.767923,-73.887208,landmarks
937,40.762447,-73.81519,landmarks
938,40.77392,-73.872,landmarks
939,40.849655,-73.87669,parks_&_outdoor
940,40.852906,-73.878409,parks_&_outdoor
941,40.848101,-73.881028,parks_&_outdoor
942,40.845339,-73.876998,parks_&_outdoor
943,40.852412,-73.875663,parks_&_outdoor
944,40.851846,-73.880215,parks_&_outdoor
945,40.849425,-73.879819,entertainment_&_leisure
946,40.852573,-73.879235,parks_&_outdoor
947,40.851227,-73.876997,parks_&_outdoor
948,40.845261,-73.875858,cultural
949,40.848533,-73.876722,parks_&_outdoor
950,40.84944,-73.878812,parks_&_outdoor
951,40.831037,-73.91987,cultural
952,40.82978,-73.92629,entertainment_&_leisure
953,40.848888,-73.879711,parks_&_outdoor
954,40.814012,-73.814357,entertainment_&_leisure
955,40.857914,-73.839862,cultural
956,40.874581,-73.89301,cultural
957,40.819582,-73.928272,cultural
958,40.865924,-73.813972,Other
959,40.891012,-73.89498,cultural
960,40.860545,-73.898747,cultural
961,40.87181,-73.805556,cultural
962,40.84017,-73.921703,bars_&_clubs
963,40.828386,-73.926157,entertainment_&_leisure
964,40.828407,-73.92537,bars_&_clubs
965,40.883421,-73.856462,bars_&_clubs
966,40.811828,-73.913152,cultural
967,40.866986,-73.825261,entertainment_&_leisure
968,40.843272,-73.885849,bars_&_clubs
969,40.858625,-73.91426,cultural
970,40.849955,-73.878132,parks_&_outdoor
971,40.844416,-73.877183,parks_&_outdoor
972,40.850217,-73.878448,parks_&_outdoor
973,40.838117,-73.863956,Other
974,40.841684,-73.878395,cultural
975,40.835662,-73.862816,entertainment_&_leisure
976,40.856688,-73.891293,cultural
977,40.836875,-73.886749,cultural
978,40.82962,-73.875018,Other
979,40.833665,-73.84813,cultural
980,40.846741,-73.895737,cultural
981,40.867829,-73.845036,Other
982,40.884503,-73.858473,bars_&_clubs
983,40.869851,-73.829435,entertainment_&_leisure
984,40.844729,-73.912686,entertainment_&_leisure
985,40.842189,-73.914778,cultural
986,40.819068,-73.898598,cultural
987,40.816012,-73.893629,bars_&_clubs
988,40.826496,-73.822368,bars_&_clubs
989,40.845924,-73.920608,cultural
990,40.833626,-73.919968,cultural
991,40.893292,-73.85507,Other
992,40.88765,-73.830687,entertainment_&_leisure
993,40.897835,-73.867503,bars_&_clubs
994,40.890475,-73.905167,cultural
995,40.822082,-73.807034,Other
996,40.895996,-73.898671,Other
997,40.823964,-73.930014,entertainment_&_leisure
998,40.900263,-73.911142,cultural
999,40.907051,-73.903773,entertainment_&_leisure
1000,40.854459,-73.869062,parks_&_outdoor
1001,40.856791,-73.883243,cultural
1002,40.850836,-73.844114,Other
1003,40.853615,-73.88899,entertainment_&_leisure
1004,40.830969,-73.868856,entertainment_&_leisure
1005,40.865424,-73.881592,Other
1006,40.831122,-73.8504,Other
1007,40.855545,-73.895759,cultural
1008,40.872854,-73.870133,cultural
1009,40.86049,-73.898789,cultural
1010,40.821203,-73.897497,bars_&_clubs
1011,40.817344,-73.898446,entertainment_&_leisure
1012,40.815643,-73.903587,entertainment_&_leisure
1013,40.88683,-73.826848,bars_&_clubs
1014,40.886661,-73.906338,cultural
1015,40.81225,-73.905297,cultural
1016,40.893689,-73.898015,bars_&_clubs
1017,40.820425,-73.920868,cultural
1018,40.903398,-73.850926,entertainment_&_leisure
1019,40.822005,-73.930551,entertainment_&_leisure
1020,40.897935,-73.907155,cultural
1021,40.801805,-73.91037,Other
1022,40.840522,-73.786861,cultural
1023,40.8488,-73.86229,restaurants
1024,40.855772,-73.887101,restaurants
1025,40.854706,-73.888593,restaurants
1026,40.857067,-73.885091,restaurants
1027,40.858748,-73.884847,restaurants
1028,40.846939,-73.831808,retail_&_shopping
1029,40.851164,-73.843951,restaurants
1030,40.866089,-73.862222,restaurants
1031,40.846914,-73.832769,restaurants
1032,40.838271,-73.828608,restaurants
1033,40.854426,-73.888977,restaurants
1034,40.825131,-73.871135,restaurants
1035,40.823519,-73.837396,restaurants
1036,40.884618,-73.899735,bars_&_clubs
1037,40.822905,-73.848658,restaurants
1038,40.85388,-73.889219,restaurants
1039,40.824109,-73.8564,retail_&_shopping
1040,40.853615,-73.88899,restaurants
1041,40.887451,-73.905053,restaurants
1042,40.826549,-73.822414,entertainment_&_leisure
1043,40.880375,-73.909036,restaurants
1044,40.833813,-73.861217,restaurants
1045,40.801908,-73.910549,bars_&_clubs
1046,40.826816,-73.926316,entertainment_&_leisure
1047,40.827013,-73.924967,restaurants
1048,40.849642,-73.787136,restaurants
1049,40.857374,-73.885716,entertainment_&_leisure
1050,40.869732,-73.827723,restaurants
1051,40.898494,-73.867089,restaurants
1052,40.887035,-73.904425,restaurants
1053,40.852616,-73.789166,bars_&_clubs
1054,40.865424,-73.881592,restaurants
1055,40.867838,-73.827874,retail_&_shopping
1056,40.827722,-73.85032,restaurants
1057,40.821921,-73.900979,retail_&_shopping
1058,40.856825,-73.791458,restaurants
1059,40.884543,-73.900564,restaurants
1060,40.8074,-73.92746,bars_&_clubs
1061,40.838978,-73.783601,restaurants
1062,40.832548,-73.828578,restaurants
1063,40.853147,-73.789534,bars_&_clubs
1064,40.837764,-73.782695,restaurants
1065,40.88999,-73.819471,restaurants
1066,40.835737,-73.832674,restaurants
1067,40.82722,-73.925325,entertainment_&_leisure
1068,40.886047,-73.911177,restaurants
1069,40.839584,-73.783371,restaurants
1070,40.849911,-73.916907,restaurants
1071,40.890433,-73.848571,restaurants
1072,40.867226,-73.830654,restaurants
1073,40.840212,-73.841367,restaurants
1074,40.886591,-73.877996,restaurants
1075,40.828053,-73.924438,entertainment_&_leisure
1076,40.8896,-73.819939,restaurants
1077,40.827025,-73.92453,restaurants
1078,40.828384,-73.878954,restaurants
1079,40.827599,-73.823589,restaurants
1080,40.876935,-73.846023,restaurants
1081,40.874729,-73.91005,restaurants
1082,40.862484,-73.880389,restaurants
1083,40.849731,-73.88053,restaurants
1084,40.825179,-73.908537,restaurants
1085,40.864072,-73.867095,restaurants
1086,40.826775,-73.857722,restaurants
1087,40.891205,-73.897923,restaurants
1088,40.841751,-73.90474,restaurants
1089,40.856411,-73.881215,restaurants
1090,40.842419,-73.852123,restaurants
1091,40.81626,-73.917081,restaurants
1092,40.852707,-73.828032,restaurants
1093,40.840373,-73.876903,restaurants
1094,40.823419,-73.874659,restaurants
1095,40.82909,-73.876705,retail_&_shopping
1096,40.844559,-73.846644,restaurants
1097,40.867606,-73.899405,restaurants
1098,40.885637,-73.82698,restaurants
1099,40.816903,-73.892613,restaurants
1100,40.831447,-73.82727,restaurants
1101,40.878984,-73.837777,restaurants
1102,40.873231,-73.905352,restaurants
1103,40.882684,-73.901371,restaurants
1104,40.884028,-73.90164,restaurants
1105,40.812868,-73.902346,restaurants
1106,40.896832,-73.870752,restaurants
1107,40.84384,-73.903319,restaurants
1108,40.83464,-73.928626,restaurants
1109,40.902408,-73.851591,restaurants
1110,40.904443,-73.902229,restaurants
1111,40.846378,-73.785928,restaurants
1112,40.850304,-73.916353,restaurants
1113,40.829102,-73.927672,bars_&_clubs
1114,40.857682,-73.88634,bars_&_clubs
1115,40.846215,-73.901363,bars_&_clubs
1116,40.811435,-73.925951,bars_&_clubs
1117,40.84559,-73.863179,bars_&_clubs
1118,40.855786,-73.857424,bars_&_clubs
1119,40.839381,-73.86934,bars_&_clubs
1120,40.841901,-73.884573,bars_&_clubs
1121,40.83265,-73.864412,bars_&_clubs
1122,40.841769,-73.841729,bars_&_clubs
1123,40.841714,-73.841771,bars_&_clubs
1124,40.841716,-73.841684,bars_&_clubs
1125,40.854505,-73.896289,bars_&_clubs
1126,40.852032,-73.897904,bars_&_clubs
1127,40.828239,-73.880348,bars_&_clubs
1128,40.846107,-73.901359,bars_&_clubs
1129,40.827157,-73.886651,bars_&_clubs
1130,40.87848,-73.87196,bars_&_clubs
1131,40.868166,-73.89658,bars_&_clubs
1132,40.839469,-73.905267,bars_&_clubs
1133,40.879383,-73.843309,bars_&_clubs
1134,40.862208,-73.911549,bars_&_clubs
1135,40.841367,-73.917285,bars_&_clubs
1136,40.817372,-73.837087,bars_&_clubs
1137,40.822194,-73.909081,bars_&_clubs
1138,40.822633,-73.912947,bars_&_clubs
1139,40.889064,-73.828242,bars_&_clubs
1140,40.815284,-73.929465,bars_&_clubs
1141,40.911394,-73.89688,bars_&_clubs
1142,40.842907,-73.858355,bars_&_clubs
1143,40.829322,-73.874045,bars_&_clubs
1144,40.835471,-73.907349,bars_&_clubs
1145,40.822952,-73.909022,bars_&_clubs
1146,40.88515,-73.900298,bars_&_clubs
1147,40.911284,-73.896964,bars_&_clubs
1148,40.865424,-73.881592,parks_&_outdoor
1149,40.859149,-73.873568,landmarks
1150,40.865424,-73.881592,parks_&_outdoor
1151,40.864602,-73.875783,parks_&_outdoor
1152,40.857546,-73.870839,parks_&_outdoor
1153,40.892113,-73.89675,parks_&_outdoor
1154,40.866466,-73.880974,parks_&_outdoor
1155,40.84049,-73.907494,parks_&_outdoor
1156,40.8615,-73.7972,parks_&_outdoor
1157,40.821024,-73.869191,parks_&_outdoor
1158,40.876685,-73.878637,parks_&_outdoor
1159,40.828487,-73.926423,parks_&_outdoor
1160,40.900261,-73.91123,parks_&_outdoor
1161,40.842162,-73.92808,landmarks
1162,40.849289,-73.868435,parks_&_outdoor
1163,40.860666,-73.889997,parks_&_outdoor
1164,40.901788,-73.894199,parks_&_outdoor
1165,40.889257,-73.908319,parks_&_outdoor
1166,40.900121,-73.912451,landmarks
1167,40.852107,-73.909418,parks_&_outdoor
1168,40.826942,-73.923565,parks_&_outdoor
1169,40.802676,-73.872977,parks_&_outdoor
1170,40.823056,-73.813371,parks_&_outdoor
1171,40.82413,-73.923721,parks_&_outdoor
1172,40.844113,-73.845096,parks_&_outdoor
1173,40.887915,-73.916197,parks_&_outdoor
1174,40.880008,-73.90657,parks_&_outdoor
1175,40.816548,-73.852276,parks_&_outdoor
1176,40.850839,-73.867004,landmarks
1177,40.853004,-73.873079,parks_&_outdoor
1178,40.842611,-73.865608,parks_&_outdoor
1179,40.847615,-73.878789,landmarks
1180,40.843558,-73.876976,parks_&_outdoor
1181,40.852126,-73.879831,landmarks
1182,40.841702,-73.877696,parks_&_outdoor
1183,40.836831,-73.871872,parks_&_outdoor
1184,40.859762,-73.879107,parks_&_outdoor
1185,40.866089,-73.862222,parks_&_outdoor
1186,40.832148,-73.867106,parks_&_outdoor
1187,40.869783,-73.87812,parks_&_outdoor
1188,40.859476,-73.892925,parks_&_outdoor
1189,40.873382,-73.868532,parks_&_outdoor
1190,40.852429,-73.834675,parks_&_outdoor
1191,40.866916,-73.838524,landmarks
1192,40.837995,-73.830961,parks_&_outdoor
1193,40.861172,-73.903674,parks_&_outdoor
1194,40.822875,-73.88518,landmarks
1195,40.820748,-73.879765,parks_&_outdoor
1196,40.841624,-73.826322,parks_&_outdoor
1197,40.81898,-73.877163,parks_&_outdoor
1198,40.871017,-73.899139,parks_&_outdoor
1199,40.877761,-73.895406,landmarks
1200,40.882787,-73.880878,parks_&_outdoor
1201,40.874693,-73.900914,parks_&_outdoor
1202,40.872883,-73.829194,parks_&_outdoor
1203,40.878133,-73.835162,parks_&_outdoor
1204,40.872248,-73.905753,parks_&_outdoor
1205,40.881616,-73.896776,parks_&_outdoor
1206,40.869147,-73.821048,landmarks
1207,40.855242,-73.91759,parks_&_outdoor
1208,40.86188,-73.815754,landmarks
1209,40.85169,-73.92319,parks_&_outdoor
1210,40.892021,-73.883234,landmarks
1211,40.845088,-73.925697,landmarks
1212,40.809826,-73.838695,landmarks
1213,40.810951,-73.899257,landmarks
1214,40.826351,-73.919387,landmarks
1215,40.877654,-73.922072,landmarks
1216,40.816147,-73.917251,parks_&_outdoor
1217,40.900062,-73.88787,parks_&_outdoor
1218,40.88632,-73.815048,landmarks
1219,40.826569,-73.9295,landmarks
1220,40.89201,-73.910525,parks_&_outdoor
1221,40.81798,-73.925543,landmarks
1222,40.809307,-73.918655,parks_&_outdoor
1223,40.903418,-73.895969,parks_&_outdoor
1224,40.906563,-73.887323,parks_&_outdoor
1225,40.819617,-73.933041,landmarks
1226,40.899289,-73.911193,parks_&_outdoor
1227,40.847226,-73.784426,landmarks
1228,40.883955,-73.797534,parks_&_outdoor
1229,40.871581,-73.788998,parks_&_outdoor
1230,40.875063,-73.790215,landmarks
1231,40.811007,-73.933982,landmarks
1232,40.870511,-73.78432,parks_&_outdoor
1233,40.807486,-73.932361,landmarks
1234,40.861004,-73.889484,Other
1235,40.864918,-73.894752,parks_&_outdoor
1236,40.821707,-73.89266,parks_&_outdoor
1237,40.805629,-73.856951,landmarks
1238,40.831628,-73.924049,parks_&_outdoor
1239,40.813263,-73.907871,parks_&_outdoor
1240,40.833296,-73.930412,parks_&_outdoor
1241,40.854123,-73.888178,retail_&_shopping
1242,40.865424,-73.881592,retail_&_shopping
1243,40.850227,-73.880155,retail_&_shopping
1244,40.823519,-73.837396,retail_&_shopping
1245,40.846683,-73.902037,retail_&_shopping
1246,40.881168,-73.903548,retail_&_shopping
1247,40.82108,-73.867006,retail_&_shopping
1248,40.862397,-73.867078,retail_&_shopping
1249,40.868762,-73.825543,retail_&_shopping
1250,40.872357,-73.849666,retail_&_shopping
1251,40.86385,-73.827469,retail_&_shopping
1252,40.851393,-73.788379,retail_&_shopping
1253,40.80393,-73.876652,Other
1254,40.822667,-73.836928,retail_&_shopping
1255,40.867365,-73.825231,retail_&_shopping
1256,40.867917,-73.82687,retail_&_shopping
1257,40.884007,-73.900369,retail_&_shopping
1258,40.850374,-73.830574,retail_&_shopping
1259,40.823122,-73.910778,retail_&_shopping
1260,40.860606,-73.890213,retail_&_shopping
1261,40.868487,-73.829955,retail_&_shopping
1262,40.827024,-73.839709,retail_&_shopping
1263,40.819143,-73.843798,retail_&_shopping
1264,40.864796,-73.826408,retail_&_shopping
1265,40.866777,-73.883569,retail_&_shopping
1266,40.83814,-73.883821,retail_&_shopping
1267,40.880574,-73.841119,retail_&_shopping
1268,40.868132,-73.82482,retail_&_shopping
1269,40.819166,-73.913341,retail_&_shopping
1270,40.863173,-73.83493,retail_&_shopping
1271,40.829645,-73.872001,retail_&_shopping
1272,40.82557,-73.820586,retail_&_shopping
1273,40.869029,-73.829887,Other
1274,40.880823,-73.825056,retail_&_shopping
1275,40.866814,-73.861329,restaurants
1276,40.839435,-73.858928,retail_&_shopping
1277,40.845878,-73.831069,retail_&_shopping
1278,40.831022,-73.826992,retail_&_shopping
1279,40.815443,-73.9153,retail_&_shopping
1280,40.878636,-73.905292,retail_&_shopping
1281,40.824662,-73.891195,retail_&_shopping
1282,40.873438,-73.907768,retail_&_shopping
1283,40.852875,-73.853029,retail_&_shopping
1284,40.880651,-73.825444,retail_&_shopping
1285,40.8397,-73.917003,retail_&_shopping
1286,40.870763,-73.892299,retail_&_shopping
1287,40.830152,-73.871188,retail_&_shopping
1288,40.823911,-73.929968,retail_&_shopping
1289,40.896479,-73.844673,retail_&_shopping
1290,40.825446,-73.918871,retail_&_shopping
1291,40.882133,-73.901788,retail_&_shopping
1292,40.880823,-73.825056,retail_&_shopping
1293,40.837837,-73.883022,retail_&_shopping
1294,40.818861,-73.902352,retail_&_shopping
1295,40.835221,-73.902483,retail_&_shopping
1296,40.835314,-73.888617,retail_&_shopping
1297,40.867516,-73.896644,retail_&_shopping
1298,40.823519,-73.837396,retail_&_shopping
1299,40.864608,-73.863087,retail_&_shopping
1300,40.844348,-73.869435,retail_&_shopping
1301,40.861391,-73.832765,retail_&_shopping
1302,40.82201,-73.891403,retail_&_shopping
1303,40.858339,-73.867323,retail_&_shopping
1304,40.896201,-73.855439,retail_&_shopping
1305,40.856466,-73.856224,retail_&_shopping
1306,40.851439,-73.897838,retail_&_shopping
1307,40.834431,-73.826721,retail_&_shopping
1308,40.868198,-73.830689,retail_&_shopping
1309,40.854228,-73.884155,retail_&_shopping
1310,40.833421,-73.861771,Other
1311,40.861222,-73.889404,retail_&_shopping
1312,40.852855,-73.83701,retail_&_shopping
1313,40.812666,-73.926391,retail_&_shopping
1314,40.874298,-73.856086,Other
1315,40.823334,-73.857159,retail_&_shopping
1316,40.862059,-73.898716,retail_&_shopping
1317,40.871067,-73.893098,retail_&_shopping
1318,40.869719,-73.828248,Other
1319,40.841448,-73.912168,retail_&_shopping
1320,40.873261,-73.908331,retail_&_shopping
1321,40.825821,-73.910792,retail_&_shopping
1322,40.821272,-73.905154,retail_&_shopping
1323,40.893779,-73.85925,retail_&_shopping
1324,40.827126,-73.823091,retail_&_shopping
1325,40.889154,-73.828946,retail_&_shopping
1326,40.82164,-73.930056,retail_&_shopping
1327,40.885958,-73.910473,retail_&_shopping
1328,40.807021,-73.919356,retail_&_shopping
1329,40.906042,-73.905138,retail_&_shopping
